epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,173.574,1.89313,2.51983,2.1017,0.48619,0.12655,0.1102,0.03365,2.7225,4.16773,3.12373,0.00033209,0.00033209,0.0671231
2,287.296,1.83373,2.34272,2.06927,0.41744,0.28495,0.27219,0.08988,2.46959,2.63147,2.64655,0.000665357,0.000665357,0.0341231
3,398.666,1.79101,2.26952,2.03432,0.55751,0.26856,0.25357,0.08441,2.30448,2.96567,2.49914,0.000998362,0.000998362,0.00112274
4,509.108,1.75485,2.18453,1.98988,0.57487,0.27307,0.26719,0.09623,2.3497,2.7062,2.40131,0.000999112,0.000999112,0.000999112
5,619.976,1.71162,2.09948,1.93866,0.46933,0.15652,0.16438,0.05641,2.45099,3.26514,2.5821,0.000998422,0.000998422,0.000998422
6,729.933,1.67553,2.03022,1.90264,0.50752,0.40539,0.37533,0.13447,2.27242,2.26407,2.38514,0.000997535,0.000997535,0.000997535
7,840.565,1.65833,1.96994,1.89478,0.55189,0.41324,0.40765,0.15144,1.99312,2.56792,2.16669,0.000996452,0.000996452,0.000996452
8,951.436,1.62626,1.91711,1.85909,0.62471,0.44475,0.47878,0.1855,2.0559,2.03299,2.20031,0.000995173,0.000995173,0.000995173
9,1061.74,1.62137,1.89554,1.84897,0.2796,0.38865,0.28468,0.09846,2.26508,2.32956,2.35552,0.000993698,0.000993698,0.000993698
10,1172,1.58793,1.84721,1.82866,0.53306,0.52292,0.54876,0.22406,1.91608,1.92179,2.06052,0.000992029,0.000992029,0.000992029
11,1282.31,1.59768,1.83669,1.82161,0.45706,0.42986,0.43915,0.17023,2.10708,2.04862,2.22234,0.000990166,0.000990166,0.000990166
12,1390.88,1.56759,1.79399,1.812,0.43162,0.49516,0.45958,0.18618,2.02982,2.02758,2.18776,0.000988111,0.000988111,0.000988111
13,1589.51,1.56304,1.7785,1.806,0.61533,0.39457,0.44507,0.1617,2.22666,2.00216,2.33548,0.000985862,0.000985862,0.000985862
14,1824.47,1.54376,1.7426,1.7822,0.45971,0.47788,0.51043,0.20186,2.01548,1.87403,2.12688,0.000983423,0.000983423,0.000983423
15,1961.51,1.55143,1.72925,1.78835,0.40371,0.47278,0.48107,0.20262,1.93551,2.04132,2.11668,0.000980794,0.000980794,0.000980794
16,2070.19,1.52242,1.71121,1.7682,0.454,0.48829,0.52756,0.21521,2.03501,1.83645,2.14399,0.000977975,0.000977975,0.000977975
17,2180.31,1.53194,1.69512,1.77622,0.40202,0.55194,0.52559,0.2225,1.94446,1.80368,2.04272,0.000974969,0.000974969,0.000974969
18,2289.26,1.51425,1.69627,1.76836,0.42371,0.52394,0.54543,0.21972,1.96582,1.74641,2.05497,0.000971777,0.000971777,0.000971777
19,2397.97,1.52284,1.69167,1.7658,0.44873,0.53058,0.55553,0.25114,1.89698,1.76409,2.02505,0.000968399,0.000968399,0.000968399
20,2508.1,1.49535,1.64085,1.73858,0.479,0.53158,0.54666,0.21717,1.93724,1.75082,2.05843,0.000964838,0.000964838,0.000964838
21,2618.25,1.48905,1.62416,1.73345,0.50445,0.52034,0.53954,0.2345,1.98,1.71236,2.07194,0.000961095,0.000961095,0.000961095
22,2727.89,1.48975,1.63927,1.73604,0.46806,0.48327,0.47729,0.18938,2.07881,1.89377,2.14699,0.000957172,0.000957172,0.000957172
23,2837.68,1.49141,1.65646,1.74886,0.27154,0.44221,0.37088,0.15366,2.09289,2.14952,2.17769,0.00095307,0.00095307,0.00095307
24,2947.36,1.49682,1.62155,1.74083,0.34727,0.43763,0.42047,0.16628,2.0936,2.08949,2.22924,0.000948792,0.000948792,0.000948792
25,3057.13,1.47933,1.60387,1.72546,0.51049,0.58544,0.61179,0.28403,1.78822,1.60972,1.94247,0.000944338,0.000944338,0.000944338
26,3168.03,1.48419,1.62451,1.73005,0.66931,0.55291,0.63179,0.28758,1.7879,1.58866,1.94454,0.000939711,0.000939711,0.000939711
27,3345.24,1.46273,1.58277,1.70497,0.49814,0.48763,0.51554,0.20087,2.14479,1.88517,2.25138,0.000934914,0.000934914,0.000934914
28,3550.96,1.45525,1.55498,1.69674,0.39696,0.45372,0.42018,0.16894,2.07448,2.15202,2.21084,0.000929948,0.000929948,0.000929948
29,3722.82,1.4642,1.5618,1.70632,0.32067,0.39723,0.33486,0.13617,2.22312,2.40069,2.31978,0.000924815,0.000924815,0.000924815
30,3831.25,1.46122,1.57315,1.71507,0.38124,0.4506,0.41062,0.1499,2.18505,2.11277,2.28357,0.000919517,0.000919517,0.000919517
31,3939.46,1.44684,1.55116,1.70042,0.4044,0.43558,0.44191,0.17515,2.13207,1.96556,2.26382,0.000914058,0.000914058,0.000914058
32,4047.23,1.45588,1.54755,1.70258,0.40374,0.43097,0.41857,0.17416,2.09518,1.92711,2.22109,0.000908438,0.000908438,0.000908438
33,4154.67,1.43418,1.51176,1.68361,0.34185,0.40111,0.36905,0.14621,2.1535,2.17707,2.29044,0.000902662,0.000902662,0.000902662
34,4263.12,1.4329,1.52344,1.68052,0.37936,0.46787,0.43752,0.18668,2.01377,1.97984,2.07669,0.000896731,0.000896731,0.000896731
35,4371.24,1.43596,1.49033,1.68218,0.5356,0.55425,0.57341,0.24511,1.94208,1.71101,2.04099,0.000890648,0.000890648,0.000890648
36,4479.73,1.42635,1.50644,1.67881,0.49981,0.45865,0.5115,0.20815,1.97973,1.95354,2.09847,0.000884415,0.000884415,0.000884415
