epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,2996.62,1.51928,1.68226,1.78702,0.41326,0.39685,0.39773,0.17658,1.95842,2.20643,2.10121,0.000844039,0.000844039,0.000844039
43,3053.98,1.52459,1.6563,1.77147,0.44019,0.51514,0.49758,0.22651,1.86503,1.85484,2.01094,0.000836841,0.000836841,0.000836841
44,3110.79,1.54073,1.66589,1.77994,0.52222,0.5374,0.52329,0.22173,1.98975,1.80674,2.15402,0.000829517,0.000829517,0.000829517
45,3167.95,1.52292,1.64064,1.76921,0.46878,0.55135,0.5312,0.24664,1.83667,1.7882,1.98043,0.00082207,0.00082207,0.00082207
46,3225.73,1.51489,1.64206,1.76859,0.70074,0.51601,0.58303,0.27604,1.80912,1.68393,1.95888,0.000814503,0.000814503,0.000814503
47,3283.58,1.50788,1.62583,1.75856,0.55317,0.53345,0.55218,0.25822,1.864,1.69494,1.99248,0.000806821,0.000806821,0.000806821
48,3340.6,1.50053,1.59198,1.7411,0.55054,0.531,0.53582,0.25078,1.87502,1.75805,2.00026,0.000799026,0.000799026,0.000799026
49,3398.33,1.51246,1.60992,1.75837,0.53425,0.56294,0.57852,0.2778,1.84541,1.67854,1.98462,0.000791122,0.000791122,0.000791122
50,3458.96,1.51344,1.60654,1.75727,0.5473,0.54774,0.56907,0.25716,1.87693,1.70536,2.00359,0.000783112,0.000783112,0.000783112
51,3518.54,1.49367,1.57655,1.72965,0.54669,0.60071,0.59495,0.28463,1.80844,1.58747,1.92534,0.000775,0.000775,0.000775
52,3576.7,1.49684,1.56783,1.73818,0.50421,0.56309,0.57689,0.27002,1.85965,1.69796,1.96799,0.000766789,0.000766789,0.000766789
53,3633.71,1.50487,1.58317,1.72989,0.53529,0.57606,0.57619,0.27116,1.80983,1.73267,1.92377,0.000758483,0.000758483,0.000758483
54,3690.63,1.48833,1.56953,1.73893,0.53069,0.5602,0.57138,0.25863,1.86528,1.6869,1.98155,0.000750086,0.000750086,0.000750086
55,3747.47,1.4926,1.5515,1.72662,0.57717,0.50342,0.54241,0.24837,1.85739,1.74455,1.94991,0.000741601,0.000741601,0.000741601
56,3804.34,1.4918,1.55948,1.73894,0.51257,0.61345,0.58092,0.25849,1.94351,1.6664,2.01088,0.000733031,0.000733031,0.000733031
57,3861.19,1.48604,1.53922,1.72528,0.46651,0.49395,0.4808,0.21639,1.94111,1.87456,2.06198,0.000724382,0.000724382,0.000724382
58,3918.15,1.49757,1.54511,1.72971,0.4941,0.53039,0.5184,0.22887,1.94084,1.81019,2.03094,0.000715656,0.000715656,0.000715656
59,3975.21,1.48883,1.53758,1.73093,0.56011,0.5195,0.55045,0.25475,1.87406,1.74998,1.99336,0.000706857,0.000706857,0.000706857
60,4032.77,1.48828,1.5159,1.72035,0.57287,0.55464,0.57707,0.27113,1.83119,1.65242,1.94294,0.00069799,0.00069799,0.00069799
61,4165.3,1.46717,1.51187,1.7146,0.4913,0.52634,0.53244,0.24288,1.91429,1.75504,2.04725,0.000689058,0.000689058,0.000689058
62,4222.34,1.47082,1.51457,1.71649,0.47778,0.50228,0.51521,0.23071,1.96484,1.79325,2.08873,0.000680064,0.000680064,0.000680064
63,4301.85,1.47518,1.51702,1.71122,0.54796,0.52634,0.53077,0.23264,1.99966,1.7672,2.11174,0.000671014,0.000671014,0.000671014
64,4414.54,1.45953,1.51477,1.70182,0.54856,0.56073,0.5742,0.26566,1.85799,1.69561,1.98431,0.00066191,0.00066191,0.00066191
65,4546.01,1.47179,1.48689,1.70548,0.5386,0.51399,0.52471,0.2504,1.87922,1.78155,2.03656,0.000652758,0.000652758,0.000652758
66,4621.92,1.4682,1.51548,1.7192,0.46897,0.50454,0.48087,0.21782,1.96232,1.85453,2.09936,0.00064356,0.00064356,0.00064356
67,4678.68,1.46362,1.50048,1.70481,0.49387,0.51287,0.55791,0.27358,1.76265,1.7007,1.93853,0.000634322,0.000634322,0.000634322
68,4735.89,1.47315,1.49149,1.70548,0.57393,0.54386,0.58428,0.28977,1.77825,1.61156,1.91433,0.000625046,0.000625046,0.000625046
69,4794.12,1.46127,1.47478,1.69636,0.57077,0.57671,0.5975,0.28391,1.86339,1.57479,1.94369,0.000615737,0.000615737,0.000615737
70,4851.42,1.44498,1.47527,1.69691,0.59469,0.60029,0.61372,0.30354,1.77199,1.55116,1.90812,0.0006064,0.0006064,0.0006064
71,4909.3,1.43619,1.45583,1.68481,0.53343,0.5825,0.58039,0.28662,1.81632,1.60963,1.96222,0.000597038,0.000597038,0.000597038
72,4966.12,1.45087,1.48378,1.69922,0.54098,0.45151,0.52831,0.2548,1.84938,1.75171,1.99527,0.000587655,0.000587655,0.000587655
73,5022.92,1.4372,1.48616,1.69618,0.5515,0.56992,0.56591,0.26651,1.85938,1.63791,1.99862,0.000578256,0.000578256,0.000578256
74,5079.64,1.44526,1.47047,1.69112,0.58392,0.56872,0.60802,0.29775,1.75271,1.61434,1.89815,0.000568844,0.000568844,0.000568844
75,5136.6,1.43207,1.44515,1.67739,0.5381,0.60702,0.60898,0.30208,1.79465,1.52903,1.92203,0.000559424,0.000559424,0.000559424
76,5193.32,1.42531,1.47106,1.68631,0.53438,0.58883,0.59383,0.2849,1.81716,1.58461,1.93646,0.00055,0.00055,0.00055
77,5249.8,1.42831,1.43326,1.67977,0.54926,0.55104,0.57894,0.26545,1.9084,1.64173,1.9798,0.000540576,0.000540576,0.000540576
78,5306.3,1.42889,1.4419,1.6767,0.55967,0.5911,0.61424,0.29891,1.80425,1.53187,1.90986,0.000531156,0.000531156,0.000531156
79,5363.08,1.42746,1.44109,1.67972,0.60388,0.5609,0.60995,0.28806,1.82236,1.58204,1.94563,0.000521744,0.000521744,0.000521744
80,5419.54,1.42912,1.43956,1.6886,0.59694,0.58051,0.60585,0.28822,1.81413,1.59093,1.91849,0.000512345,0.000512345,0.000512345
81,5476.51,1.41152,1.42288,1.67268,0.54982,0.5608,0.58034,0.28055,1.76718,1.61623,1.93924,0.000502962,0.000502962,0.000502962
82,5532.84,1.43161,1.45046,1.68706,0.56434,0.532,0.55984,0.26386,1.80767,1.67022,1.95083,0.0004936,0.0004936,0.0004936
83,5589.29,1.42114,1.42389,1.67544,0.57385,0.62372,0.62719,0.32254,1.71427,1.52053,1.86595,0.000484263,0.000484263,0.000484263
84,5646.25,1.42574,1.44487,1.68686,0.58505,0.59422,0.60993,0.30883,1.75427,1.55558,1.93648,0.000474954,0.000474954,0.000474954
85,5702.56,1.42774,1.40601,1.66977,0.57288,0.52499,0.57733,0.27225,1.85595,1.6422,1.9736,0.000465678,0.000465678,0.000465678
86,5759.01,1.40404,1.40499,1.66087,0.56732,0.58359,0.61086,0.28404,1.83369,1.54282,1.93893,0.00045644,0.00045644,0.00045644
87,5815.51,1.41503,1.38872,1.67372,0.55784,0.59512,0.60852,0.29447,1.77867,1.51868,1.9087,0.000447242,0.000447242,0.000447242
88,5926.7,1.40739,1.37973,1.66251,0.56438,0.58131,0.60335,0.28387,1.81938,1.56779,1.96091,0.00043809,0.00043809,0.00043809
89,6003.51,1.38508,1.37626,1.64387,0.58288,0.52899,0.57848,0.28376,1.80803,1.60664,1.96196,0.000428986,0.000428986,0.000428986
90,6083.09,1.40497,1.3783,1.65814,0.61113,0.55626,0.60701,0.30762,1.77194,1.52575,1.94133,0.000419936,0.000419936,0.000419936
91,6198.45,1.3844,1.35238,1.64229,0.57584,0.57057,0.59971,0.29648,1.77189,1.57267,1.92667,0.000410942,0.000410942,0.000410942
92,6314.19,1.39736,1.37462,1.65518,0.55529,0.62603,0.61993,0.30789,1.76287,1.5156,1.90353,0.00040201,0.00040201,0.00040201
93,6404.48,1.38644,1.36225,1.64802,0.59755,0.59091,0.60307,0.29468,1.77237,1.57671,1.92222,0.000393143,0.000393143,0.000393143
94,6461.76,1.35541,1.35627,1.63109,0.60407,0.57188,0.61088,0.30052,1.77196,1.58104,1.92666,0.000384344,0.000384344,0.000384344
95,6518.66,1.38206,1.36824,1.65421,0.61563,0.5814,0.61428,0.29446,1.80852,1.55883,1.95845,0.000375618,0.000375618,0.000375618
96,6575.53,1.37582,1.35984,1.64193,0.55862,0.53396,0.57138,0.27136,1.86304,1.64615,1.99785,0.000366969,0.000366969,0.000366969
97,6632.65,1.36586,1.34433,1.62736,0.56628,0.59323,0.62344,0.30216,1.79241,1.54147,1.91808,0.000358399,0.000358399,0.000358399
98,6689.67,1.38461,1.36407,1.65643,0.57732,0.57385,0.58893,0.29,1.81317,1.55538,1.9536,0.000349914,0.000349914,0.000349914
99,6746.58,1.3684,1.35051,1.63848,0.59015,0.60008,0.63639,0.30927,1.76388,1.49973,1.90239,0.000341517,0.000341517,0.000341517
100,6803.15,1.36125,1.31803,1.62596,0.60544,0.60215,0.63747,0.31633,1.74063,1.46281,1.89261,0.000333211,0.000333211,0.000333211
101,6860.33,1.37444,1.3302,1.63881,0.61821,0.59076,0.62248,0.30042,1.78469,1.52033,1.91946,0.000325,0.000325,0.000325
102,6917.33,1.364,1.32661,1.6254,0.6002,0.61029,0.62843,0.30939,1.75472,1.50985,1.90238,0.000316888,0.000316888,0.000316888
103,6974.4,1.34582,1.28775,1.61712,0.58828,0.5875,0.61218,0.30242,1.80581,1.5296,1.9369,0.000308878,0.000308878,0.000308878
104,7032,1.37653,1.31892,1.64391,0.59457,0.56739,0.59375,0.28177,1.84146,1.58568,1.98479,0.000300974,0.000300974,0.000300974
105,7089.41,1.34753,1.32353,1.63045,0.60393,0.56802,0.6013,0.29107,1.79467,1.54775,1.93142,0.000293179,0.000293179,0.000293179
106,7146.68,1.35146,1.31203,1.61935,0.62462,0.61186,0.63366,0.31521,1.74875,1.5178,1.9063,0.000285497,0.000285497,0.000285497
107,7204.55,1.34856,1.30511,1.61571,0.58626,0.60951,0.61949,0.2981,1.80664,1.55001,1.94998,0.00027793,0.00027793,0.00027793
108,7261.69,1.35879,1.31032,1.61901,0.6178,0.59364,0.6192,0.30624,1.76993,1.51279,1.92501,0.000270483,0.000270483,0.000270483
109,7319.19,1.32926,1.2916,1.61262,0.59811,0.61663,0.63908,0.32074,1.75835,1.45899,1.89775,0.000263159,0.000263159,0.000263159
110,7376.65,1.33507,1.29162,1.61138,0.60062,0.62095,0.62799,0.3181,1.74609,1.46415,1.90134,0.000255961,0.000255961,0.000255961
111,7434,1.34844,1.30492,1.62008,0.58653,0.5976,0.6109,0.30254,1.75619,1.50945,1.90922,0.000248891,0.000248891,0.000248891
112,7490.97,1.36139,1.31165,1.62491,0.60827,0.6153,0.63617,0.31766,1.73957,1.46851,1.89139,0.000241954,0.000241954,0.000241954
113,7548.53,1.33462,1.28835,1.61371,0.58148,0.62165,0.6317,0.31603,1.75463,1.44947,1.89007,0.000235151,0.000235151,0.000235151
114,7606.14,1.32836,1.27921,1.60306,0.57237,0.63641,0.63384,0.31316,1.75329,1.47788,1.90895,0.000228487,0.000228487,0.000228487
115,7705.56,1.30575,1.25638,1.5973,0.58844,0.60034,0.62903,0.30161,1.79763,1.48934,1.93607,0.000221964,0.000221964,0.000221964
116,7798.52,1.31954,1.25646,1.59677,0.58297,0.60725,0.61713,0.30189,1.79288,1.52327,1.94946,0.000215585,0.000215585,0.000215585
