epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
37,3732.69,1.74191,1.46616,1.29029,0.66058,0.56642,0.59436,0.28143,1.81839,1.44668,1.40165,0.0006436,0.0006436,0.0006436
38,3832.29,1.7062,1.43606,1.2937,0.65489,0.62474,0.61788,0.30561,1.78874,1.36946,1.34253,0.0006337,0.0006337,0.0006337
39,3930.3,1.72146,1.43455,1.28851,0.62515,0.60105,0.59567,0.28573,1.78878,1.41002,1.36222,0.0006238,0.0006238,0.0006238
40,4028.97,1.72312,1.45777,1.29169,0.68374,0.59836,0.65746,0.31229,1.82709,1.40108,1.40522,0.0006139,0.0006139,0.0006139
41,4128.6,1.725,1.44215,1.2847,0.69908,0.60382,0.64683,0.29903,1.80304,1.4214,1.35706,0.000604,0.000604,0.000604
42,4227.19,1.69806,1.41609,1.27895,0.71244,0.58441,0.63572,0.31185,1.77674,1.40509,1.35931,0.0005941,0.0005941,0.0005941
43,4326.94,1.69112,1.39826,1.2737,0.64852,0.54866,0.59443,0.28504,1.8316,1.35507,1.42013,0.0005842,0.0005842,0.0005842
44,4425.18,1.68376,1.36071,1.25907,0.72361,0.56723,0.65076,0.29819,1.84682,1.35731,1.35064,0.0005743,0.0005743,0.0005743
45,4523.31,1.66466,1.36375,1.25199,0.73535,0.57776,0.65524,0.31019,1.81867,1.30839,1.35094,0.0005644,0.0005644,0.0005644
46,4623.88,1.66093,1.35562,1.25192,0.70715,0.58842,0.63939,0.31968,1.77797,1.26307,1.3498,0.0005545,0.0005545,0.0005545
47,4721.84,1.6489,1.31784,1.24475,0.71845,0.60803,0.67622,0.33611,1.76222,1.27225,1.3323,0.0005446,0.0005446,0.0005446
48,4821.64,1.66692,1.33756,1.25369,0.70947,0.63007,0.65774,0.32125,1.84131,1.24933,1.38388,0.0005347,0.0005347,0.0005347
49,4920.57,1.66278,1.35637,1.24262,0.70106,0.6301,0.67702,0.33618,1.76301,1.28903,1.33488,0.0005248,0.0005248,0.0005248
50,5019.3,1.65203,1.30659,1.2554,0.71417,0.57812,0.66894,0.33224,1.73738,1.28816,1.32779,0.0005149,0.0005149,0.0005149
51,5119.15,1.63251,1.30524,1.23965,0.68602,0.5922,0.66792,0.34392,1.75884,1.24893,1.34901,0.000505,0.000505,0.000505
52,5217.36,1.64425,1.31371,1.24359,0.72492,0.64622,0.68281,0.3384,1.75117,1.28499,1.33642,0.0004951,0.0004951,0.0004951
53,5318.23,1.62583,1.28188,1.22747,0.74049,0.67244,0.72601,0.36449,1.72521,1.20814,1.32829,0.0004852,0.0004852,0.0004852
54,5416.35,1.63126,1.31885,1.24758,0.66267,0.67919,0.68448,0.33653,1.7653,1.24676,1.34116,0.0004753,0.0004753,0.0004753
1,122.959,2.44345,2.97298,1.70767,0.19832,0.22734,0.13413,0.04716,2.412,2.66741,1.64473,0.0670346,0.000332984,0.000332984
2,247.02,2.30418,2.46637,1.62723,0.21732,0.31486,0.15772,0.05754,2.23016,2.4958,1.6873,0.034028,0.000659721,0.000659721
3,369.339,2.25318,2.37782,1.62877,0.2691,0.35793,0.17501,0.06672,2.19662,2.68263,1.67897,0.00101476,0.000979858,0.000979858
4,491.048,2.18063,2.21777,1.56635,0.27156,0.40371,0.24988,0.08429,2.22163,2.21573,1.67284,0.0009703,0.0009703,0.0009703
5,613.69,2.13713,2.17117,1.54649,0.3767,0.43685,0.26196,0.10533,2.02624,2.34593,1.53787,0.0009604,0.0009604,0.0009604
6,735.224,2.12382,2.15305,1.52927,0.30737,0.40358,0.2614,0.10285,2.05482,2.21833,1.54717,0.0009505,0.0009505,0.0009505
7,837.681,2.08554,2.05483,1.50937,0.35563,0.47812,0.27761,0.11739,2.08133,2.61714,1.52989,0.0009406,0.0009406,0.0009406
8,940.741,2.06788,2.02235,1.49192,0.30515,0.46669,0.26954,0.10663,2.07597,2.55102,1.53089,0.0009307,0.0009307,0.0009307
9,1043.86,2.00268,1.95975,1.45507,0.44992,0.40037,0.36493,0.15123,1.99717,2.01199,1.48226,0.0009208,0.0009208,0.0009208
10,1157.26,2.02909,1.96958,1.48445,0.42501,0.44889,0.36386,0.14264,2.03887,1.90237,1.49348,0.0009109,0.0009109,0.0009109
11,1260.88,2.01436,1.92158,1.46315,0.37398,0.44314,0.30222,0.13113,1.93437,2.02747,1.44176,0.000901,0.000901,0.000901
12,1364.63,1.9902,1.89288,1.44338,0.48214,0.43432,0.35042,0.14601,1.98249,1.78755,1.47879,0.0008911,0.0008911,0.0008911
13,1468.01,1.95634,1.84237,1.43069,0.48581,0.48312,0.48553,0.19309,1.99214,1.69325,1.50204,0.0008812,0.0008812,0.0008812
14,1572.84,1.94188,1.78045,1.41524,0.4362,0.41495,0.38011,0.15357,1.98302,1.73735,1.52349,0.0008713,0.0008713,0.0008713
15,1682.51,1.93112,1.79271,1.40704,0.45304,0.44868,0.41286,0.18054,1.95677,1.70454,1.49725,0.0008614,0.0008614,0.0008614
16,1804.91,1.91804,1.79479,1.41548,0.44204,0.48662,0.4053,0.17331,1.93568,1.77011,1.46094,0.0008515,0.0008515,0.0008515
17,1925.47,1.91292,1.78679,1.4139,0.44743,0.44934,0.38577,0.16442,1.91849,1.72277,1.42828,0.0008416,0.0008416,0.0008416
18,2048.11,1.88491,1.70682,1.37872,0.5153,0.5041,0.49009,0.20008,1.95287,1.60906,1.47351,0.0008317,0.0008317,0.0008317
19,2170.04,1.86495,1.73644,1.40284,0.48141,0.504,0.45176,0.19024,1.86894,1.65379,1.43515,0.0008218,0.0008218,0.0008218
20,2294.08,1.85449,1.66659,1.37162,0.58173,0.56607,0.5301,0.24039,1.8352,1.49078,1.40443,0.0008119,0.0008119,0.0008119
21,2416.46,1.84626,1.68815,1.37315,0.53513,0.56722,0.50492,0.21978,1.87505,1.57908,1.40819,0.000802,0.000802,0.000802
22,2537.93,1.81789,1.63329,1.34811,0.55901,0.57672,0.53344,0.23185,1.92016,1.49715,1.46381,0.0007921,0.0007921,0.0007921
23,2659.6,1.82553,1.61805,1.34311,0.50706,0.50722,0.50957,0.21822,1.92958,1.59812,1.41616,0.0007822,0.0007822,0.0007822
24,2780.24,1.82681,1.62406,1.35729,0.53783,0.48955,0.46319,0.20694,1.88695,1.61025,1.41736,0.0007723,0.0007723,0.0007723
25,2901.81,1.82225,1.5988,1.35326,0.5757,0.53674,0.53573,0.236,1.94008,1.49363,1.47807,0.0007624,0.0007624,0.0007624
26,3025.57,1.81672,1.62021,1.35174,0.55231,0.5015,0.47475,0.21009,1.94096,1.57491,1.49029,0.0007525,0.0007525,0.0007525
27,3150.3,1.81889,1.61102,1.34329,0.61488,0.51202,0.53399,0.24392,1.84095,1.66772,1.37086,0.0007426,0.0007426,0.0007426
28,3273.38,1.79394,1.55855,1.34396,0.60947,0.57807,0.55381,0.25328,1.90532,1.54941,1.43118,0.0007327,0.0007327,0.0007327
29,3395.96,1.79054,1.55416,1.33712,0.60838,0.5568,0.56554,0.25285,1.82604,1.5376,1.38364,0.0007228,0.0007228,0.0007228
30,3518.74,1.78785,1.53936,1.32268,0.57281,0.54998,0.54057,0.25227,1.86654,1.45476,1.4098,0.0007129,0.0007129,0.0007129
1,95.7284,2.44345,2.97298,1.70767,0.19832,0.22734,0.13413,0.04716,2.412,2.66741,1.64473,0.0670346,0.000332984,0.000332984
2,191.512,2.30418,2.46637,1.62723,0.21732,0.31486,0.15772,0.05754,2.23016,2.4958,1.6873,0.034028,0.000659721,0.000659721
3,286.597,2.25318,2.37782,1.62877,0.2691,0.35793,0.17501,0.06672,2.19662,2.68263,1.67897,0.00101476,0.000979858,0.000979858
4,379.521,2.18063,2.21777,1.56635,0.27156,0.40371,0.24988,0.08429,2.22163,2.21573,1.67284,0.0009703,0.0009703,0.0009703
5,472.875,2.13713,2.17117,1.54649,0.3767,0.43685,0.26196,0.10533,2.02624,2.34593,1.53787,0.0009604,0.0009604,0.0009604
6,568.54,2.12382,2.15305,1.52927,0.30737,0.40358,0.2614,0.10285,2.05482,2.21833,1.54717,0.0009505,0.0009505,0.0009505
7,665.359,2.08554,2.05483,1.50937,0.35563,0.47812,0.27761,0.11739,2.08133,2.61714,1.52989,0.0009406,0.0009406,0.0009406
8,759.179,2.06788,2.02235,1.49192,0.30515,0.46669,0.26954,0.10663,2.07597,2.55102,1.53089,0.0009307,0.0009307,0.0009307
9,851.262,2.00268,1.95975,1.45507,0.44992,0.40037,0.36493,0.15123,1.99717,2.01199,1.48226,0.0009208,0.0009208,0.0009208
10,944.568,2.02909,1.96958,1.48445,0.42501,0.44889,0.36386,0.14264,2.03887,1.90237,1.49348,0.0009109,0.0009109,0.0009109
11,1036.48,2.01436,1.92158,1.46315,0.37398,0.44314,0.30222,0.13113,1.93437,2.02747,1.44176,0.000901,0.000901,0.000901
12,1130.33,1.9902,1.89288,1.44338,0.48214,0.43432,0.35042,0.14601,1.98249,1.78755,1.47879,0.0008911,0.0008911,0.0008911
13,1226.87,1.95634,1.84237,1.43069,0.48581,0.48312,0.48553,0.19309,1.99214,1.69325,1.50204,0.0008812,0.0008812,0.0008812
14,1322.17,1.94188,1.78045,1.41524,0.4362,0.41495,0.38011,0.15357,1.98302,1.73735,1.52349,0.0008713,0.0008713,0.0008713
15,1416.16,1.93112,1.79271,1.40704,0.45304,0.44868,0.41286,0.18054,1.95677,1.70454,1.49725,0.0008614,0.0008614,0.0008614
16,1510.02,1.91804,1.79479,1.41548,0.44204,0.48662,0.4053,0.17331,1.93568,1.77011,1.46094,0.0008515,0.0008515,0.0008515
17,1605.12,1.91292,1.78679,1.4139,0.44743,0.44934,0.38577,0.16442,1.91849,1.72277,1.42828,0.0008416,0.0008416,0.0008416
18,1697.47,1.88491,1.70682,1.37872,0.5153,0.5041,0.49009,0.20008,1.95287,1.60906,1.47351,0.0008317,0.0008317,0.0008317
19,1789.43,1.86495,1.73644,1.40284,0.48141,0.504,0.45176,0.19024,1.86894,1.65379,1.43515,0.0008218,0.0008218,0.0008218
20,1882.05,1.85449,1.66659,1.37162,0.58173,0.56607,0.5301,0.24039,1.8352,1.49078,1.40443,0.0008119,0.0008119,0.0008119
21,1974.22,1.84626,1.68815,1.37315,0.53513,0.56722,0.50492,0.21978,1.87505,1.57908,1.40819,0.000802,0.000802,0.000802
22,2066.31,1.81789,1.63329,1.34811,0.55901,0.57672,0.53344,0.23185,1.92016,1.49715,1.46381,0.0007921,0.0007921,0.0007921
23,2161.21,1.82553,1.61805,1.34311,0.50706,0.50722,0.50957,0.21822,1.92958,1.59812,1.41616,0.0007822,0.0007822,0.0007822
24,2257.28,1.82681,1.62406,1.35729,0.53783,0.48955,0.46319,0.20694,1.88695,1.61025,1.41736,0.0007723,0.0007723,0.0007723
25,2350.61,1.82225,1.5988,1.35326,0.5757,0.53674,0.53573,0.236,1.94008,1.49363,1.47807,0.0007624,0.0007624,0.0007624
26,2443.25,1.81672,1.62021,1.35174,0.55231,0.5015,0.47475,0.21009,1.94096,1.57491,1.49029,0.0007525,0.0007525,0.0007525
27,2536.93,1.81889,1.61102,1.34329,0.61488,0.51202,0.53399,0.24392,1.84095,1.66772,1.37086,0.0007426,0.0007426,0.0007426
28,2629.63,1.79394,1.55855,1.34396,0.60947,0.57807,0.55381,0.25328,1.90532,1.54941,1.43118,0.0007327,0.0007327,0.0007327
29,2723.43,1.79054,1.55416,1.33712,0.60838,0.5568,0.56554,0.25285,1.82604,1.5376,1.38364,0.0007228,0.0007228,0.0007228
30,2817.39,1.78785,1.53936,1.32268,0.57281,0.54998,0.54057,0.25227,1.86654,1.45476,1.4098,0.0007129,0.0007129,0.0007129
31,2911.87,1.75759,1.53504,1.32264,0.66186,0.5326,0.6088,0.27252,1.84675,1.43519,1.3929,0.000703,0.000703,0.000703
32,3006.16,1.77296,1.48218,1.3137,0.63633,0.60748,0.5968,0.27468,1.83106,1.46947,1.37518,0.0006931,0.0006931,0.0006931
33,3108.3,1.75383,1.50167,1.30669,0.61459,0.52736,0.55619,0.2677,1.81884,1.50497,1.35764,0.0006832,0.0006832,0.0006832
34,3202.76,1.74537,1.49294,1.3081,0.66138,0.57158,0.60615,0.29368,1.80083,1.4558,1.37704,0.0006733,0.0006733,0.0006733
35,3296.09,1.72377,1.45365,1.2853,0.66793,0.56616,0.6043,0.26884,1.83331,1.48708,1.36734,0.0006634,0.0006634,0.0006634
36,3390.41,1.72768,1.4365,1.29564,0.66879,0.61672,0.64401,0.3049,1.7753,1.41138,1.36958,0.0006535,0.0006535,0.0006535
37,3484.11,1.74191,1.46616,1.29029,0.66058,0.56642,0.59436,0.28143,1.81839,1.44668,1.40165,0.0006436,0.0006436,0.0006436
38,3578.37,1.7062,1.43606,1.2937,0.65489,0.62474,0.61788,0.30561,1.78874,1.36946,1.34253,0.0006337,0.0006337,0.0006337
39,3674,1.72146,1.43455,1.28851,0.62515,0.60105,0.59567,0.28573,1.78878,1.41002,1.36222,0.0006238,0.0006238,0.0006238
40,3767.32,1.72312,1.45777,1.29169,0.68374,0.59836,0.65746,0.31229,1.82709,1.40108,1.40522,0.0006139,0.0006139,0.0006139
41,3860.45,1.725,1.44215,1.2847,0.69908,0.60382,0.64683,0.29903,1.80304,1.4214,1.35706,0.000604,0.000604,0.000604
42,3953.39,1.69806,1.41609,1.27895,0.71244,0.58441,0.63572,0.31185,1.77674,1.40509,1.35931,0.0005941,0.0005941,0.0005941
43,4048.08,1.69112,1.39826,1.2737,0.64852,0.54866,0.59443,0.28504,1.8316,1.35507,1.42013,0.0005842,0.0005842,0.0005842
44,4143.28,1.68376,1.36071,1.25907,0.72361,0.56723,0.65076,0.29819,1.84682,1.35731,1.35064,0.0005743,0.0005743,0.0005743
45,4237.57,1.66466,1.36375,1.25199,0.73535,0.57776,0.65524,0.31019,1.81867,1.30839,1.35094,0.0005644,0.0005644,0.0005644
46,4333.48,1.66093,1.35562,1.25192,0.70715,0.58842,0.63939,0.31968,1.77797,1.26307,1.3498,0.0005545,0.0005545,0.0005545
47,4426.62,1.6489,1.31784,1.24475,0.71845,0.60803,0.67622,0.33611,1.76222,1.27225,1.3323,0.0005446,0.0005446,0.0005446
48,4522.9,1.66692,1.33756,1.25369,0.70947,0.63007,0.65774,0.32125,1.84131,1.24933,1.38388,0.0005347,0.0005347,0.0005347
49,4618.91,1.66278,1.35637,1.24262,0.70106,0.6301,0.67702,0.33618,1.76301,1.28903,1.33488,0.0005248,0.0005248,0.0005248
50,4713.31,1.65203,1.30659,1.2554,0.71417,0.57812,0.66894,0.33224,1.73738,1.28816,1.32779,0.0005149,0.0005149,0.0005149
51,4809.31,1.63251,1.30524,1.23965,0.68602,0.5922,0.66792,0.34392,1.75884,1.24893,1.34901,0.000505,0.000505,0.000505
52,4905.74,1.64425,1.31371,1.24359,0.72492,0.64622,0.68281,0.3384,1.75117,1.28499,1.33642,0.0004951,0.0004951,0.0004951
53,5002.43,1.62583,1.28188,1.22747,0.74049,0.67244,0.72601,0.36449,1.72521,1.20814,1.32829,0.0004852,0.0004852,0.0004852
54,5098.24,1.63126,1.31885,1.24758,0.66267,0.67919,0.68448,0.33653,1.7653,1.24676,1.34116,0.0004753,0.0004753,0.0004753
55,5194.5,1.60107,1.25838,1.22678,0.68656,0.63958,0.68968,0.34277,1.7934,1.25518,1.37049,0.0004654,0.0004654,0.0004654
56,5288.84,1.58121,1.26922,1.22717,0.7882,0.65041,0.72099,0.34181,1.78558,1.23642,1.39374,0.0004555,0.0004555,0.0004555
57,5383.82,1.63396,1.28946,1.24925,0.72247,0.67738,0.71915,0.35487,1.7162,1.26618,1.32606,0.0004456,0.0004456,0.0004456
58,5480.21,1.61043,1.25641,1.23065,0.6909,0.68596,0.70852,0.36047,1.75543,1.26348,1.35468,0.0004357,0.0004357,0.0004357
59,5576.31,1.59748,1.26572,1.21432,0.7189,0.69708,0.71981,0.35863,1.72287,1.23637,1.33837,0.0004258,0.0004258,0.0004258
60,5672.63,1.58486,1.25619,1.21438,0.70413,0.6981,0.71762,0.35411,1.76104,1.23764,1.35921,0.0004159,0.0004159,0.0004159
