epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
61,126821,1.40716,2.1354,1.77696,0.28359,0.31,0.23626,0.12199,0.83256,5.5687,0.95538,0.000406,0.000406,0.000406
62,128942,1.4036,2.13336,1.7784,0.28298,0.31138,0.23703,0.12248,0.83173,5.58167,0.95501,0.0003961,0.0003961,0.0003961
63,131113,1.39683,2.15523,1.76867,0.28304,0.31138,0.23744,0.1227,0.8307,5.57503,0.9549,0.0003862,0.0003862,0.0003862
64,133141,1.40555,2.13152,1.77974,0.28527,0.30923,0.23744,0.12305,0.82981,5.5783,0.95455,0.0003763,0.0003763,0.0003763
65,135198,1.39584,2.13298,1.7735,0.28505,0.30907,0.23815,0.12332,0.82879,5.58702,0.95431,0.0003664,0.0003664,0.0003664
66,137220,1.397,2.12894,1.77793,0.28436,0.31299,0.23891,0.12379,0.82792,5.59496,0.95445,0.0003565,0.0003565,0.0003565
67,139324,1.39644,2.12546,1.77761,0.2841,0.31285,0.23898,0.12406,0.82709,5.59991,0.95492,0.0003466,0.0003466,0.0003466
68,141455,1.39376,2.12517,1.76901,0.28529,0.31345,0.23965,0.12454,0.82642,5.60144,0.95532,0.0003367,0.0003367,0.0003367
69,143532,1.39122,2.12358,1.77167,0.28572,0.31506,0.2402,0.12495,0.82495,5.60701,0.95466,0.0003268,0.0003268,0.0003268
70,145588,1.3882,2.10361,1.76737,0.28708,0.31806,0.24067,0.12539,0.8237,5.61253,0.95433,0.0003169,0.0003169,0.0003169
71,147642,1.38142,2.10077,1.76507,0.28697,0.31821,0.24056,0.12558,0.82295,5.61051,0.95467,0.000307,0.000307,0.000307
72,149691,1.38344,2.10244,1.7687,0.28657,0.31875,0.24078,0.12563,0.82241,5.61146,0.95468,0.0002971,0.0002971,0.0002971
73,151817,1.38603,2.10806,1.7652,0.28453,0.31644,0.24095,0.12565,0.82166,5.61518,0.95466,0.0002872,0.0002872,0.0002872
74,154192,1.37492,2.11759,1.75572,0.28517,0.31763,0.24111,0.12588,0.82084,5.6092,0.95506,0.0002773,0.0002773,0.0002773
75,156133,1.37925,2.10772,1.76052,0.28631,0.31921,0.24197,0.12661,0.8201,5.6064,0.95549,0.0002674,0.0002674,0.0002674
76,158318,1.37732,2.09651,1.76183,0.2863,0.32013,0.2425,0.12697,0.81948,5.62086,0.95576,0.0002575,0.0002575,0.0002575
77,160518,1.37157,2.09903,1.7571,0.28722,0.32036,0.24282,0.12725,0.81803,5.63061,0.95525,0.0002476,0.0002476,0.0002476
78,162641,1.36681,2.1018,1.75402,0.28814,0.32151,0.24354,0.12766,0.81673,5.63662,0.95494,0.0002377,0.0002377,0.0002377
79,164764,1.37366,2.09508,1.7543,0.28921,0.3252,0.24427,0.12799,0.81526,5.64873,0.95422,0.0002278,0.0002278,0.0002278
